Rank,Word,Score,Match,Exact,Frequency
2276,FIELD,5903.5,5208,1391,0.029191
2277,MAUND,5903.5,5026,1755,3.3e-05
2278,HANSA,5903.0,5031,1744,2.8e-05
2279,CELLO,5902.5,5157,1491,0.000153
2280,STING,5902.0,5149,1506,0.000352
2281,GESTE,5902.0,5024,1756,2.3e-05
2282,LIEGE,5902.0,5034,1736,0.000174
2283,TWERE,5901.5,5090,1623,5.6e-05
2284,AMIGO,5900.5,5390,1021,2.9e-05
2285,CUTIS,5898.5,5156,1485,3.3e-05
2286,BOCHE,5898.5,5023,1751,2.2e-05
2287,SHINY,5897.5,4848,2099,0.000396
2288,SPANK,5894.5,5083,1623,2.5e-05
2289,MUSCA,5893.0,5264,1258,2.7e-05
2290,ELOPE,5891.5,5117,1549,2.1e-05
2291,LOGIN,5890.5,5148,1485,9.9e-05
2292,BRUIN,5890.0,5097,1586,3.4e-05
2293,LETHE,5889.5,5073,1633,2.6e-05
2294,EERIE,5888.5,4927,1923,0.00014
2295,TRILL,5887.5,5081,1613,5.6e-05
2296,MASAI,5886.0,5120,1532,4.6e-05
2297,GIRLY,5884.5,4998,1773,1.6e-05
2298,ELECT,5884.5,5229,1311,0.001707
2299,RENEW,5884.0,5070,1628,0.00073
2300,RENNE,5883.5,4874,2019,1.2e-05
2301,SWATH,5881.5,5096,1571,7.2e-05
2302,EVICT,5881.0,5306,1150,4e-05
2303,PEERY,5880.0,4956,1848,1.4e-05
2304,AGORA,5879.5,5284,1191,6e-05
2305,HEAVE,5878.5,4954,1849,0.000164
2306,ORION,5878.0,5169,1418,0.000199
2307,REDOX,5877.5,5355,1045,0.000205
2308,SHAWN,5877.5,5076,1603,0.000114
2309,PASCH,5877.0,5080,1594,1.4e-05
2310,TAPIA,5877.0,5020,1714,2.1e-05
2311,GROUT,5875.5,5128,1495,0.000153
2312,BOWEL,5874.5,4980,1789,0.000629
2313,MECCA,5874.0,5200,1348,0.000267
2314,REMIX,5873.5,5306,1135,1.5e-05
2315,SHELF,5873.0,5165,1416,0.001498
2316,DUPLE,5873.0,5074,1598,1.5e-05
2317,UMBER,5870.5,5276,1189,7.4e-05
2318,SLINK,5869.5,4980,1779,2.3e-05
2319,NEVER,5867.5,5054,1627,0.041741
2320,CLASS,5866.5,5059,1615,0.027805
2321,SHAWL,5866.5,5087,1559,0.000206
2322,PURER,5866.5,4882,1969,0.000179
2323,REVEL,5866.0,5065,1602,0.000128
2324,WALSH,5865.5,5087,1557,0.000818
2325,CILIA,5865.0,5041,1648,0.000168
2326,PLEBS,5864.0,5283,1162,3.1e-05
2327,DOILY,5863.5,4891,1945,1.2e-05
2328,PERKY,5863.0,4992,1742,2.9e-05
2329,CEBUS,5862.5,5185,1355,1.1e-05
2330,HANDY,5862.5,4930,1865,0.000629
2331,BATIK,5862.0,5006,1712,2.9e-05
2332,ROVER,5861.0,4962,1798,0.000193
2333,TESTY,5860.5,5017,1687,2.7e-05
2334,FRANK,5860.0,5082,1556,0.005844
2335,LONGS,5859.5,5129,1461,0.000124
2336,FRAUD,5858.5,5117,1483,0.002723
2337,TWIRL,5858.5,5226,1265,2.9e-05
2338,GONNE,5857.5,4795,2125,1.2e-05
2339,ROWER,5856.0,4978,1756,2.2e-05
2340,MADLY,5856.0,4905,1902,0.000137
2341,TAPAS,5854.5,5001,1707,3.3e-05
2342,SORRY,5854.0,4680,2348,0.003626
2343,HERTZ,5852.5,5233,1239,0.000181
2344,BURNT,5851.5,4992,1719,0.001172
2345,PEKIN,5851.0,5153,1396,0.000105
2346,LAMIA,5850.5,5025,1651,2.5e-05
2347,UNTIL,5849.5,5368,963,0.038018
2348,DUCAL,5849.5,5229,1241,8.6e-05
2349,DOTED,5849.0,4945,1808,2.2e-05
2350,SHOUT,5848.5,4989,1719,0.000635
2351,AGAPE,5848.0,5071,1554,6.6e-05
2352,EPSOM,5847.5,5516,663,9e-05
2353,FROZE,5847.0,4993,1708,0.000276
2354,EXTOL,5847.0,5436,822,5.3e-05
2355,GWINE,5846.0,5002,1688,2.4e-05
2356,TROLL,5845.0,5070,1550,8.8e-05
2357,AMBIT,5845.0,5274,1142,8.4e-05
2358,JOKER,5843.5,5028,1631,5.9e-05
2359,REESE,5843.5,4908,1871,0.000245
2360,GLINT,5843.0,5054,1578,9.2e-05
2361,WAVED,5842.5,4957,1771,0.000779
2362,TITHE,5841.5,4998,1687,0.000233
2363,ZONED,5841.5,4962,1759,0.000105
2364,BEAUX,5841.0,5121,1440,0.000124
2365,INCUR,5841.0,5419,844,0.000496
2366,THIRD,5841.0,5137,1408,0.02654
2367,BOGEY,5840.5,4761,2159,4.1e-05
2368,LEGES,5839.5,5015,1649,4.9e-05
2369,THROU,5839.0,5272,1134,3.8e-05
2370,SLEEK,5838.5,4855,1967,0.000175
2371,APING,5836.5,5262,1149,1.8e-05
2372,PLUME,5836.5,5014,1645,0.000337
2373,POLKA,5836.5,5102,1469,6.5e-05
2374,BOGUE,5836.5,4893,1887,4.9e-05
2375,LOCAL,5836.5,5106,1461,0.034515
2376,PRISM,5836.0,5113,1446,0.000433
2377,TOTEM,5835.5,4951,1769,0.000118
2378,BETEL,5835.0,4907,1856,6.6e-05
2379,TAIGA,5835.0,4926,1818,3.2e-05
2380,HOPED,5835.0,5007,1656,0.003654
2381,SHALL,5835.0,4942,1786,0.095492
2382,RICHT,5834.0,5269,1130,1.9e-05
2383,WIELD,5831.5,5181,1301,0.000155
2384,COXAL,5831.0,5058,1546,2.3e-05
2385,DINKA,5829.0,5176,1306,2.2e-05
2386,JAUNT,5828.5,4968,1721,3.3e-05
2387,FRIAR,5828.0,4965,1726,0.000256
2388,JANUS,5828.0,5054,1548,0.000101
2389,VARNA,5827.5,4937,1781,5.1e-05
2390,BRUNT,5826.5,4992,1669,0.000176
2391,REEDY,5826.5,5030,1593,6.4e-05
2392,SQUAT,5825.5,5034,1583,0.000151
2393,IZARD,5825.0,5311,1028,3.3e-05
2394,SEIZE,5823.5,4715,2217,0.000838
2395,MANTA,5823.0,4909,1828,2.2e-05
2396,IMAGO,5823.0,5390,866,7.3e-05
2397,BANAT,5823.0,4779,2088,1.7e-05
2398,FLASH,5823.0,5114,1418,0.001525
2399,PATCH,5823.0,4994,1658,0.001135
2400,NEVUS,5822.5,5281,1083,3.9e-05
2401,CLOUT,5822.0,5050,1544,0.00011
2402,SKENE,5822.0,4844,1956,4.7e-05
2403,CULPA,5821.5,5155,1333,2.8e-05
2404,CAPRA,5821.5,4957,1729,4.9e-05
2405,DEVIL,5821.5,5165,1313,0.001975
2406,LITHO,5821.0,5312,1018,4.8e-05
2407,MIRTH,5820.0,5077,1486,0.000272
2408,BALAS,5820.0,4876,1888,1.1e-05
2409,SKEET,5819.5,4864,1911,2.5e-05
2410,AFOUL,5819.0,5292,1054,4e-05
2411,MATCH,5818.0,5008,1620,0.00296
2412,ISSUE,5817.0,5238,1158,0.020211
2413,SAIVA,5817.0,4779,2076,2.1e-05
2414,FIXER,5817.0,5008,1618,4e-05
2415,CURLY,5816.0,4880,1872,0.00026
2416,ESKER,5816.0,5233,1166,1.7e-05
2417,OCTET,5815.5,5143,1345,4.2e-05
2418,SWAMI,5814.0,5165,1298,0.000137
2419,SLASH,5813.0,4903,1820,0.000233
2420,NOVEM,5812.0,5083,1458,3e-05
2421,AVOID,5811.5,5217,1189,0.007731
2422,ARBOR,5811.5,5122,1379,0.000954
2423,MEDIC,5810.5,5188,1245,8e-05
2424,SEVEN,5809.5,4771,2077,0.012593
2425,BRUNO,5809.0,5086,1446,0.000371
2426,FAGOT,5809.0,4987,1644,1.3e-05
2427,GEEST,5808.5,5024,1569,1.1e-05
2428,ISAAC,5807.5,5312,991,0.001379
2429,TANYA,5807.0,4983,1648,0.000102
2430,TIDED,5805.5,4956,1699,1.2e-05
2431,DOZEN,5804.5,4962,1685,0.002681
2432,SHELL,5804.0,4993,1622,0.003862
2433,CHARA,5803.0,5007,1592,3.1e-05
2434,SWEPT,5803.0,5097,1412,0.001427
2435,COLZA,5803.0,5054,1498,1.5e-05
2436,TAXUS,5802.5,5073,1459,1.8e-05
2437,GLORY,5801.0,4987,1628,0.003214
2438,RIVER,5800.5,4973,1655,0.023401
2439,LYRIC,5800.0,5298,1004,0.000399
2440,SLIMY,5799.0,4823,1952,0.00011
2441,AMONG,5798.0,5265,1066,0.038164
2442,CRAZY,5797.0,4893,1808,0.00125
2443,LATAH,5794.5,4956,1677,1.2e-05
2444,TECUM,5794.5,5229,1131,5.1e-05
2445,SENSE,5794.0,4603,2382,0.020013
2446,KHASI,5793.0,5258,1070,2.7e-05
2447,FLESH,5792.0,5165,1254,0.0029
2448,CACTI,5792.0,5041,1502,6.1e-05
2449,ALLOY,5792.0,4988,1608,0.001677
2450,WELSH,5791.0,5138,1306,0.001083
2451,GIVEN,5790.5,4986,1609,0.055112
2452,BALSA,5790.5,4876,1829,2.9e-05
2453,KRAAL,5790.5,5021,1539,5.4e-05
2454,PARRY,5790.0,4699,2182,0.000325
2455,STINK,5789.5,4989,1601,0.000115
2456,SOLUM,5789.0,4944,1690,5.1e-05
2457,SUOMI,5789.0,5058,1462,1.4e-05
2458,GRUNT,5787.0,5014,1546,0.000115
2459,GLOVE,5787.0,4986,1602,0.000366
2460,PALMY,5787.0,4831,1912,2.1e-05
2461,MARRY,5785.0,4713,2144,0.002076
2462,CHASM,5784.0,5094,1380,0.000174
2463,NEEDS,5783.5,5172,1223,0.016623
2464,SWEET,5783.0,4807,1952,0.00481
2465,MICAH,5782.0,5113,1338,0.000133
2466,PIECE,5782.0,4810,1944,0.008053
2467,MEUSE,5782.0,4819,1926,8.2e-05
2468,KRAFT,5781.0,5102,1358,0.000294
2469,LOCUS,5780.5,5136,1289,0.000701
2470,PATHY,5779.5,4876,1807,1.1e-05
2471,PUBES,5778.5,4979,1599,2.7e-05
2472,SPINY,5778.0,4798,1960,0.000109
2473,BEFIT,5778.0,5027,1502,1.7e-05
2474,OBESE,5777.5,5096,1363,0.00023
2475,BANDY,5777.5,4764,2027,4.3e-05
2476,PIOUS,5777.0,5044,1466,0.000808
2477,PODGE,5777.0,4863,1828,1.5e-05
2478,BEERY,5776.5,4840,1873,2.1e-05
2479,DROPT,5776.5,5076,1401,3.1e-05
2480,KAPUR,5776.5,5073,1407,3.2e-05
2481,WOMAN,5776.0,5048,1456,0.017971
2482,PETIT,5775.5,4948,1655,0.000351
2483,NEWLY,5775.5,5070,1411,0.003111
2484,PAOLO,5775.5,4905,1741,0.000183
2485,FEMUR,5775.0,5108,1334,0.000314
2486,CAECA,5775.0,4830,1890,2.1e-05
2487,DEVON,5774.5,5143,1263,0.000487
2488,PHOCA,5773.0,5088,1370,1.5e-05
2489,DIVAN,5772.5,5103,1339,7.5e-05
2490,FEIGN,5772.0,5029,1486,5.5e-05
2491,HARRY,5771.5,4749,2045,0.003338
2492,STICH,5771.0,4986,1570,2.1e-05
2493,THANK,5770.0,5047,1446,0.006843
2494,MIMEO,5770.0,4983,1574,0.000107
2495,DELFT,5769.0,5103,1332,0.000117
2496,PIPET,5769.0,4871,1796,4.2e-05
2497,FIFER,5768.0,4955,1626,1.6e-05
2498,GLUED,5766.5,4980,1573,0.000209
2499,FORTY,5766.5,4806,1921,0.006196
2500,HYDRA,5766.0,5319,894,0.000101
2501,CHAPS,5766.0,5080,1372,0.000198
2502,NATTY,5765.5,4860,1811,3e-05
2503,SKELP,5765.0,5145,1240,1.3e-05
2504,TATAR,5764.0,4805,1918,5.7e-05
2505,LARVA,5763.0,4948,1630,0.000474
2506,BASAL,5762.0,4876,1772,0.00152
2507,LILAC,5761.0,5117,1288,0.000163
2508,HEVEA,5760.5,4954,1613,2.7e-05
2509,BREED,5760.5,4826,1869,0.001256
2510,SHUNT,5760.0,4875,1770,0.000313
2511,GADUS,5760.0,5024,1472,1.9e-05
2512,DONNA,5760.0,4912,1696,0.000454
2513,SKEEN,5759.0,4844,1830,2.9e-05
2514,SEEDY,5759.0,4747,2024,5e-05
2515,SPAWN,5758.0,5026,1464,0.00018
2516,BADLY,5757.5,4775,1965,0.001945
2517,LINGO,5757.0,5148,1218,5e-05
2518,OXIDE,5757.0,5091,1332,0.002511
2519,QUAKE,5755.5,4944,1623,9e-05
2520,BREDE,5754.0,4826,1856,1.6e-05
2521,GRIND,5752.0,4973,1558,0.000332
2522,CUBAN,5751.5,5028,1447,0.000867
2523,BANAL,5751.5,4770,1963,8.6e-05
2524,MERGE,5750.5,4788,1925,0.000474
2525,TALMA,5750.5,4920,1661,1.5e-05
2526,BALDY,5750.0,4775,1950,3.2e-05
2527,ALAND,5749.5,4960,1579,2.9e-05
2528,FANCY,5747.5,4728,2039,0.002052
2529,MOLAL,5747.5,4914,1667,2.7e-05
2530,HAPLY,5747.0,4867,1760,5.5e-05
2531,ORYZA,5746.5,5314,865,3.2e-05
2532,LETTY,5746.5,4922,1649,5.3e-05
2533,SYLVA,5745.5,5109,1273,3.3e-05
2534,BLURT,5745.5,5003,1485,2.6e-05
2535,SOLON,5745.5,4772,1947,0.000138
2536,CREEK,5744.0,4820,1848,0.005235
2537,CHOKE,5743.5,4885,1717,0.000257
2538,QUAIL,5743.5,5044,1399,0.000262
2539,PLANK,5743.0,4988,1510,0.000451
2540,OUIJA,5742.0,5187,1110,1.3e-05
2541,SAKAI,5741.0,4852,1778,6.4e-05
2542,OGIVE,5741.0,5100,1282,1.2e-05
2543,GRAPH,5739.5,5063,1353,0.001943
2544,POKEY,5739.0,4717,2044,1.2e-05
2545,FRASS,5739.0,4947,1584,1.2e-05
2546,NELLY,5736.5,4925,1623,0.000105
2547,BASTA,5735.0,4885,1700,1.5e-05
2548,DATUM,5734.5,5046,1377,0.000321
2549,THANA,5734.5,4945,1579,4.7e-05
2550,EDEMA,5734.5,5319,831,0.000544
2551,TIBET,5734.0,4832,1804,0.000422
2552,STASH,5733.0,4912,1642,4.8e-05
2553,CRONK,5732.5,4934,1597,1.3e-05
2554,SCOLD,5732.5,4990,1485,8.2e-05
2555,QUEST,5732.0,5085,1294,0.001143
2556,MOCHA,5731.0,5102,1258,4e-05
2557,TUNIC,5730.5,5050,1361,0.000183
2558,FRUIT,5730.0,4949,1562,0.006776
2559,BRACK,5730.0,4943,1574,3.3e-05
2560,GOUDA,5729.5,5032,1395,2.2e-05
2561,SPOUT,5729.0,4939,1580,0.000164
2562,RECUR,5728.0,5088,1280,0.000244
2563,SPRIG,5727.5,5005,1445,5.6e-05
2564,ANNEX,5727.0,5023,1408,0.00097
2565,AMBON,5726.5,5243,967,1.4e-05
2566,BASIS,5723.0,4851,1744,0.021556
2567,JULIA,5722.5,5084,1277,0.000962
2568,FADED,5722.0,4766,1912,0.000768
2569,BIRTH,5721.5,4947,1549,0.006395
2570,GREED,5721.0,4848,1746,0.000409
2571,FESTE,5721.0,4834,1774,2.1e-05
2572,SHIRK,5720.5,4895,1651,7.6e-05
2573,AMAIN,5720.5,5014,1413,1.8e-05
2574,BATCH,5719.5,4878,1683,0.000877
2575,MOUNT,5719.5,4847,1745,0.003363
2576,SMALL,5719.5,4906,1627,0.049786
2577,YACHT,5719.5,5082,1275,0.000445
2578,ABBEY,5719.0,4933,1572,0.001013
2579,QUASI,5717.0,5139,1156,0.001091
2580,TRICK,5716.0,4965,1502,0.000911
2581,PERRY,5715.5,4750,1931,0.00129
2582,SPALL,5715.5,4892,1647,1.9e-05
2583,BRAHM,5715.0,5055,1320,1.7e-05
2584,SKIES,5713.5,4764,1899,0.000577
2585,ENVOY,5713.0,5157,1112,0.000325
2586,ETHYL,5711.5,5451,521,0.000625
2587,ARRAS,5711.5,4874,1675,8.4e-05
2588,MIDGE,5711.5,4888,1647,6.7e-05
2589,SEBUM,5710.5,4993,1435,1.6e-05
2590,VELDT,5710.5,5060,1301,2e-05
2591,MANGY,5710.5,4726,1969,2.1e-05
2592,MERRY,5710.5,4764,1893,0.000849
2593,MAGIC,5707.5,4969,1477,0.00219
2594,PENCE,5705.5,4685,2041,0.000387
2595,FERRI,5705.0,5016,1378,4.5e-05
2596,HOLLA,5704.5,4950,1509,1.5e-05
2597,TURBO,5704.5,5106,1197,0.000209
2598,CHINO,5704.0,4974,1460,5.2e-05
2599,LABIA,5702.0,4895,1614,5.8e-05
2600,AUXIN,5702.0,5072,1260,8e-05
2601,SUING,5701.0,4836,1730,0.000202
2602,POULT,5700.5,4844,1713,2e-05
2603,PAPIO,5699.5,4914,1571,1.3e-05
2604,BRECK,5699.0,4994,1410,4e-05
2605,JUICE,5697.5,4817,1761,0.001708
2606,MUREX,5696.5,4888,1617,1.9e-05
2607,BROTH,5695.0,4936,1518,0.00041
2608,FIVES,5694.5,4902,1585,6.2e-05
2609,CHARR,5694.0,4867,1654,1.1e-05
2610,GLUME,5693.5,4920,1547,3.8e-05
2611,CROFT,5693.0,4924,1538,0.000169
2612,EVADE,5693.0,4978,1430,0.000327
2613,SCAMP,5693.0,5044,1298,3e-05
2614,MUNDA,5692.0,5026,1332,2.9e-05
2615,CHIEF,5691.5,4866,1651,0.017418
2616,QUANT,5691.0,4928,1526,7.6e-05
2617,OXIME,5690.5,5031,1319,3.2e-05
2618,BIPED,5689.5,4852,1675,2e-05
2619,STEVE,5689.0,4791,1796,0.001114
2620,SMELL,5688.5,4957,1463,0.001724
2621,BENCH,5688.5,4909,1559,0.002002
2622,LOYAL,5687.5,4988,1399,0.001252
2623,HENCE,5687.0,4735,1904,0.008416
2624,ANNOY,5687.0,4926,1522,0.000141
2625,BARRY,5686.5,4583,2207,0.00112
2626,BAYOU,5685.5,5024,1323,0.000248
2627,SPELL,5684.5,4943,1483,0.00111
2628,BALMY,5683.5,4715,1937,7.7e-05
2629,LYNNE,5683.5,4874,1619,0.000142
2630,BANNS,5682.5,4714,1937,4.4e-05
2631,VENOM,5682.0,5083,1198,0.000225
2632,CRUSH,5682.0,4937,1490,0.000543
2633,GIRTH,5682.0,4969,1426,0.000144
2634,JOIST,5681.5,4854,1655,5.5e-05
2635,TOPSY,5681.5,4807,1749,5.8e-05
2636,NUDGE,5681.0,4969,1424,6.9e-05
2637,MONTY,5679.5,4715,1929,0.000104
2638,TANGA,5679.0,4801,1756,2.2e-05
2639,SITIO,5678.0,4825,1706,1.3e-05
2640,VARIX,5677.5,4914,1527,1.2e-05
2641,WAGON,5676.5,4940,1473,0.001321
2642,BIZET,5675.5,4803,1745,2.3e-05
2643,STINT,5674.0,4764,1820,0.000121
2644,PINNA,5674.0,4849,1650,4.6e-05
2645,BUIST,5673.5,4834,1679,1.4e-05
2646,GAMUT,5673.5,4878,1591,0.000119
2647,SHETH,5673.5,4888,1571,1.9e-05
2648,STAYS,5671.5,4950,1443,0.000638
2649,AHURA,5671.0,5021,1300,2.5e-05
2650,PARAM,5669.5,4765,1809,2.8e-05
2651,KHMER,5668.0,4968,1400,0.000138
2652,KIANG,5667.0,5008,1318,4.5e-05
2653,BULGE,5666.5,4790,1753,0.00018
2654,FOSSE,5665.0,4723,1884,5.1e-05
2655,SHACK,5663.5,4826,1675,0.000193
2656,PINUS,5663.5,4930,1467,0.000225
2657,QUOTA,5662.5,5042,1241,0.000958
2658,IRGUN,5662.0,5119,1086,1.3e-05
2659,BUGLE,5662.0,4790,1744,0.000106
2660,FLINT,5662.0,4864,1596,0.000875
2661,BELCH,5661.0,4920,1482,2.6e-05
2662,SHAKY,5660.5,4708,1905,0.000196
2663,QUERY,5660.5,4923,1475,0.001045
2664,GOWAN,5659.5,4940,1439,3.2e-05
2665,MINUS,5658.5,4944,1429,0.000992
2666,DWELT,5658.0,5076,1164,0.000502
2667,ALAMO,5656.5,5014,1285,9.8e-05
2668,FUSED,5656.0,4885,1542,0.000623
2669,NEBEL,5655.0,4887,1536,1.3e-05
2670,JONAH,5655.0,4892,1526,0.000245
2671,LUSTY,5654.5,4924,1461,0.000101
2672,CRISS,5654.0,4810,1688,5.8e-05
2673,POMBE,5652.5,4781,1743,1.6e-05
2674,PICOT,5651.5,4944,1415,2.4e-05
2675,STILT,5650.0,4775,1750,2.6e-05
2676,TACKY,5648.0,4778,1740,4.4e-05
2677,PISCO,5647.5,5030,1235,1.1e-05
2678,BENIN,5647.0,4784,1726,0.000154
2679,CANNY,5646.5,4505,2283,5.7e-05
2680,THORP,5646.5,5052,1189,9.2e-05
2681,LAUGH,5645.5,4905,1481,0.002147
2682,TENTH,5645.0,4873,1544,0.001906
2683,VIRUS,5641.5,4992,1299,0.002935
2684,BIBLE,5641.0,4742,1798,0.00483
2685,LIEVE,5640.0,4801,1678,4.1e-05
2686,BLANK,5639.5,4872,1535,0.002185
2687,HELLO,5639.5,5001,1277,0.000734
2688,NARRA,5638.0,4768,1740,1.2e-05
2689,HUMAN,5637.0,5002,1270,0.031521
2690,ETHEL,5636.5,5073,1127,0.000361
2691,THYME,5636.0,4941,1390,0.000141
2692,ILIAC,5635.5,5041,1189,0.000204
2693,LIBEL,5634.5,4846,1577,0.000564
2694,MOSUL,5633.5,4944,1379,5.4e-05
2695,EPOCH,5632.5,5139,987,0.000668
2696,FLEET,5631.0,4739,1784,0.003153
2697,MISTY,5629.5,4832,1595,0.000215
2698,BASSO,5629.0,4840,1578,5.7e-05
2699,TROMP,5629.0,5016,1226,2.5e-05
2700,LAGAN,5627.5,4792,1671,1.3e-05
2701,COLOR,5627.5,4748,1759,0.009718
2702,PLINY,5626.5,4703,1847,0.000293
2703,BELOW,5625.0,4980,1290,0.020031
2704,HEINZ,5624.0,4949,1350,0.000234
2705,RABBI,5622.5,5069,1107,0.000612
2706,FIORD,5622.5,4897,1451,4.3e-05
2707,JAWED,5621.5,4781,1681,3e-05
2708,INGOT,5621.0,5157,928,0.000217
2709,TIPSY,5621.0,4818,1606,4.9e-05
2710,BONUS,5620.5,4803,1635,0.001086
2711,FLORY,5620.0,4797,1646,4.7e-05
2712,HOTLY,5620.0,4762,1716,0.00014
2713,MINTY,5619.0,4726,1786,2.3e-05
2714,DEBUT,5619.0,4967,1304,0.000299
2715,FICHE,5617.5,4866,1503,9.8e-05
2716,HILUS,5617.5,4991,1253,1.5e-05
2717,ANIMA,5617.0,5014,1206,0.000101
2718,PITTA,5617.0,4897,1440,2.1e-05
2719,UNITY,5615.5,4932,1367,0.003636
2720,LINKS,5615.0,4980,1270,0.002439
2721,TOPIC,5614.5,4944,1341,0.002913
2722,TABLA,5614.0,4790,1648,1.5e-05
2723,RISKY,5613.0,4933,1360,0.000441
2724,NEXUS,5612.5,5104,1017,0.000216
2725,BERRY,5612.0,4634,1956,0.000987
2726,CROSS,5611.5,4799,1625,0.014345
2727,EMERY,5611.0,4970,1282,0.000398
2728,STILL,5610.5,4798,1625,0.048482
2729,FLOUR,5610.5,4929,1363,0.00226
2730,UMBRA,5610.0,5225,770,3e-05
2731,JOINT,5609.5,4748,1723,0.011641
2732,GRAVY,5609.5,4774,1671,0.000146
2733,EVERT,5608.0,5074,1068,4.1e-05
2734,JOWAR,5608.0,4920,1376,3e-05
2735,AMISS,5607.0,4981,1252,0.000199
2736,PLATT,5606.0,4783,1646,0.0002
2737,SMIRK,5605.0,4859,1492,8.7e-05
2738,JUNTA,5604.5,4968,1273,0.000178
2739,SNAPS,5604.0,4842,1524,0.00011
2740,ATTIC,5603.0,5103,1000,0.000428
2741,CLOTH,5602.0,4880,1444,0.003767
2742,PRONG,5600.5,4888,1425,0.000102
2743,WIGAN,5600.0,4951,1298,7.5e-05
2744,SWORD,5599.5,4851,1497,0.002374
2745,WOVEN,5598.0,4758,1680,0.000793
2746,PIEZO,5597.5,5013,1169,3.2e-05
2747,CROWN,5596.0,4877,1438,0.005259
2748,NANDI,5595.0,4923,1344,4e-05
2749,LABAN,5594.5,4770,1649,7.8e-05
2750,ARABY,5594.0,4723,1742,1.2e-05
2751,BOLUS,5593.0,4814,1558,0.00011
2752,CLAMP,5592.5,4949,1287,0.00045
2753,SEDGE,5592.5,4565,2055,8.4e-05
2754,ADOWN,5591.5,5108,967,2.1e-05
2755,ARROW,5591.0,4927,1328,0.001341
2756,CHANG,5591.0,4880,1422,0.00065
2757,AGAIN,5590.0,4906,1368,0.039001
2758,AMATI,5589.5,5034,1111,1.2e-05
2759,PSOAS,5589.5,4956,1267,3.5e-05
2760,CATTY,5589.5,4553,2073,1.9e-05
2761,MAZUR,5589.0,4833,1512,3.1e-05
2762,FLUOR,5588.0,4929,1318,5.1e-05
2763,SYNOD,5586.5,4861,1451,0.00052
2764,FOAMY,5584.0,4650,1868,4e-05
2765,ILIAD,5582.0,4909,1346,0.000209
2766,CYRUS,5581.5,4975,1213,0.000381
2767,LAZAR,5581.0,4767,1628,5.4e-05
2768,BYRON,5580.5,4954,1253,0.000816
2769,CROUP,5579.0,4895,1368,0.000111
2770,HELIX,5579.0,4964,1230,0.000293
2771,IMBUE,5579.0,5012,1134,3.2e-05
2772,ABEAM,5578.0,5063,1030,1.5e-05
2773,BUILT,5577.5,4739,1677,0.012106
2774,TENET,5577.5,4533,2089,0.000136
2775,EDWIN,5575.5,5170,811,0.001188
2776,SPEED,5574.5,4659,1831,0.009585
2777,REVUE,5574.0,4761,1626,0.000366
2778,TENNE,5572.0,4505,2134,1.2e-05
2779,SWANK,5571.0,4772,1598,4e-05
2780,ALDOL,5570.5,4974,1193,2.1e-05
2781,TRUNK,5569.5,4854,1431,0.001893
2782,TESTE,5569.0,4639,1860,3.9e-05
2783,MAHDI,5568.5,4981,1175,7.1e-05
2784,FROSH,5568.0,4854,1428,1.1e-05
2785,DUROC,5568.0,4969,1198,3.7e-05
2786,DRAMA,5566.5,4839,1455,0.002492
2787,POKED,5566.5,4703,1727,0.000165
2788,ANCON,5566.5,5044,1045,2.2e-05
2789,DUVET,5563.5,4756,1615,2.4e-05
2790,HAUSA,5562.0,4738,1648,8.1e-05
2791,FORTH,5561.5,4768,1587,0.010122
2792,CHENG,5560.0,4931,1258,0.000321
2793,STOOL,5560.0,4792,1536,0.000561
2794,BAHAR,5559.0,4685,1748,1.8e-05
2795,STRUT,5558.0,4735,1646,0.000148
2796,GLIAL,5557.5,4817,1481,9.3e-05
2797,CROON,5556.5,4737,1639,1.3e-05
2798,PORCH,5556.5,4725,1663,0.000877
2799,OUNDS,5556.0,4993,1126,1.4e-05
2800,EXTER,5556.0,4897,1318,1.3e-05
2801,DRINK,5556.0,4813,1486,0.004007
2802,SMITH,5555.5,4794,1523,0.011632
2803,KOALA,5555.5,4746,1619,2e-05
2804,TURKI,5554.5,4979,1151,1.5e-05
2805,HURLY,5553.0,4724,1658,1.9e-05
2806,NAHUM,5552.0,5002,1100,5e-05
2807,SCRUM,5552.0,4901,1302,3.9e-05
2808,ASCII,5551.0,5136,830,0.000114
2809,VOWEL,5550.0,4769,1562,0.00061
2810,LORRY,5550.0,4585,1930,0.000152
2811,KNIFE,5549.0,4869,1360,0.002012
2812,VISTO,5548.5,5030,1037,1.1e-05
2813,SMACK,5548.0,4790,1516,0.000138
2814,MUCOR,5547.5,4909,1277,1.9e-05
2815,NIDUS,5547.0,5004,1086,2e-05
2816,HYMEN,5547.0,4921,1252,5.6e-05
2817,BOSUN,5546.0,4803,1486,1.5e-05
2818,RUMEX,5544.0,4888,1312,1.9e-05
2819,ANNUL,5543.0,4955,1176,0.000146
2820,TROUT,5542.5,4743,1599,0.001117
2821,SHEEP,5542.0,4635,1814,0.003661
2822,ICTUS,5542.0,5156,772,1.2e-05
2823,PEDES,5541.0,4659,1764,1.6e-05
2824,TABOO,5540.5,4798,1485,0.000209
2825,RORTY,5540.0,4594,1892,7.3e-05
2826,KITAB,5540.0,5006,1068,3e-05
2827,FREED,5540.0,4658,1764,0.000923
2828,BRING,5539.5,4783,1513,0.01413
2829,PALAY,5539.5,4461,2157,1.6e-05
2830,RIGHT,5539.0,4969,1140,0.059737
